# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1249045	1249656	+	WP_166322628.1	WP_166322628.1		TetR/AcrR family transcriptional regulator			G7067_RS05665	612	203	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1249699	1251372	-							G7067_RS05670	1674		old_locus_tag=G7067_05685
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1249699	1251372	-	WP_166322630.1	WP_166322630.1		ABC transporter ATP-binding protein/permease			G7067_RS05670	1674	557	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1251886	1252122	-							G7067_RS05680	237		old_locus_tag=G7067_05695
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1251886	1252122	-	WP_166322634.1	WP_166322634.1		PqqD family peptide modification chaperone			G7067_RS05680	237	78	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1252131	1253438	-							G7067_RS05685	1308		old_locus_tag=G7067_05700
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1252131	1253438	-	WP_244301333.1	WP_244301333.1		asparagine synthase-related protein			G7067_RS05685	1308	435	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1254288	1255463	+							G7067_RS14175	1176		
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1254288	1255463	+	WP_244301334.1	WP_244301334.1		relaxase domain-containing protein			G7067_RS14175	1176	391	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1255427	1257787	+							G7067_RS05690	2361		old_locus_tag=G7067_05705
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1255427	1257787	+	WP_244301286.1	WP_244301286.1		AAA family ATPase			G7067_RS05690	2361	786	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1258088	1258474	+							G7067_RS05695	387		old_locus_tag=G7067_05710
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1258088	1258474	+	WP_166322638.1	WP_166322638.1		hypothetical protein			G7067_RS05695	387	128	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1258636	1259388	-							G7067_RS05700	753		old_locus_tag=G7067_05715
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1258636	1259388	-	WP_166322640.1	WP_166322640.1		hypothetical protein			G7067_RS05700	753	250	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1259811	1260188	-							G7067_RS05705	378		old_locus_tag=G7067_05720
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1259811	1260188	-	WP_166322642.1	WP_166322642.1		SOS response-associated peptidase			G7067_RS05705	378	125	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1260671	1260988	+							G7067_RS05710	318		old_locus_tag=G7067_05725
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1260671	1260988	+	WP_166322644.1	WP_166322644.1		hypothetical protein			G7067_RS05710	318	105	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1261153	1263969	-							G7067_RS05715	2817		old_locus_tag=G7067_05730
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1261153	1263969	-	WP_166322646.1	WP_166322646.1		hypothetical protein			G7067_RS05715	2817	938	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1264411	1264743	+							G7067_RS05720	333		old_locus_tag=G7067_05735
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1264411	1264743	+	WP_244301287.1	WP_244301287.1		sulfate permease			G7067_RS05720	333	110	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1264796	1265308	-							G7067_RS05725	513		old_locus_tag=G7067_05740
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1264796	1265308	-	WP_166322650.1	WP_166322650.1		hypothetical protein			G7067_RS05725	513	170	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1265914	1266606	+							G7067_RS05730	693		old_locus_tag=G7067_05745
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1265914	1266606	+	WP_166322652.1	WP_166322652.1		MerR family transcriptional regulator			G7067_RS05730	693	230	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1267046	1267630	+							G7067_RS05735	585		old_locus_tag=G7067_05750
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1267046	1267630	+	WP_166322654.1	WP_166322654.1		DUF6037 family protein			G7067_RS05735	585	194	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1268009	1268929	+							G7067_RS05740	921		old_locus_tag=G7067_05755
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1268009	1268929	+	WP_166322656.1	WP_166322656.1		hypothetical protein			G7067_RS05740	921	306	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1268933	1270012	-							G7067_RS05745	1080		old_locus_tag=G7067_05760
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1268933	1270012	-	WP_166322658.1	WP_166322658.1		hypothetical protein			G7067_RS05745	1080	359	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1270701	1272473	+							G7067_RS05750	1773		old_locus_tag=G7067_05765
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1270701	1272473	+	WP_166322660.1	WP_166322660.1		site-specific DNA-methyltransferase			G7067_RS05750	1773	590	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1272470	1274788	+							G7067_RS05755	2319		old_locus_tag=G7067_05770
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1272470	1274788	+	WP_166322662.1	WP_166322662.1		hypothetical protein			G7067_RS05755	2319	772	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1275061	1275834	+							G7067_RS05760	774		old_locus_tag=G7067_05775
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1275061	1275834	+	WP_205881210.1	WP_205881210.1		hypothetical protein			G7067_RS05760	774	257	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1276252	1276425	+							G7067_RS05765	174		old_locus_tag=G7067_05780
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1276252	1276425	+	WP_166322666.1	WP_166322666.1		helix-turn-helix domain-containing protein			G7067_RS05765	174	57	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1276727	1278244	-							G7067_RS05770	1518		old_locus_tag=G7067_05785
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1276727	1278244	-	WP_166321685.1	WP_166321685.1		IS1634 family transposase			G7067_RS05770	1518	505	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1279116	1279718	-							G7067_RS05775	603		old_locus_tag=G7067_05790
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1279116	1279718	-	WP_166322668.1	WP_166322668.1		hypothetical protein			G7067_RS05775	603	200	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1279944	1280648	-							G7067_RS05780	705		old_locus_tag=G7067_05795
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1279944	1280648	-	WP_205881211.1	WP_205881211.1		ATP-binding protein			G7067_RS05780	705	234	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1280687	1282267	-					istA		G7067_RS05785	1581		old_locus_tag=G7067_05800
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1280687	1282267	-	WP_166322670.1	WP_166322670.1		IS21 family transposase	istA		G7067_RS05785	1581	526	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1282715	1283242	-							G7067_RS05790	528		old_locus_tag=G7067_05805
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1282715	1283242	-	WP_166322672.1	WP_166322672.1		hypothetical protein			G7067_RS05790	528	175	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1283472	1283699	+							G7067_RS14180	228		old_locus_tag=G7067_05810
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1283472	1283699	+	WP_244301288.1	WP_244301288.1		SDR family oxidoreductase			G7067_RS14180	228	75	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1283889	1284713	-							G7067_RS05800	825		old_locus_tag=G7067_05815
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1283889	1284713	-	WP_166322674.1	WP_166322674.1		hypothetical protein			G7067_RS05800	825	274	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1284897	1285178	-							G7067_RS14185	282		
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1284897	1285178	-	WP_244301289.1	WP_244301289.1		GNAT family N-acetyltransferase			G7067_RS14185	282	93	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1285524	1285646	-					ykgO		G7067_RS05810	123		old_locus_tag=G7067_05825
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1285524	1285646	-	WP_166322676.1	WP_166322676.1		type B 50S ribosomal protein L36	ykgO		G7067_RS05810	123	40	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1285700	1286782	+							G7067_RS05815	1083		old_locus_tag=G7067_05830
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1285700	1286782	+	WP_244301290.1	WP_244301290.1		GTP-binding protein			G7067_RS05815	1083	360	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1287016	1287390	-					trxA		G7067_RS05820	375		old_locus_tag=G7067_05835
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1287016	1287390	-	WP_166322678.1	WP_166322678.1		thioredoxin	trxA		G7067_RS05820	375	124	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1287415	1287600	-							G7067_RS14190	186		
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1287415	1287600	-	WP_244301291.1	WP_244301291.1		hypothetical protein			G7067_RS14190	186	61	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1287777	1288577	+							G7067_RS05825	801		old_locus_tag=G7067_05840
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1287777	1288577	+	WP_166322680.1	WP_166322680.1		NYN domain-containing protein			G7067_RS05825	801	266	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1288655	1288810	+							G7067_RS14195	156		
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1288655	1288810	+	WP_244301292.1	WP_244301292.1		OST-HTH/LOTUS domain-containing protein			G7067_RS14195	156	51	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1288912	1289457	+							G7067_RS05835	546		old_locus_tag=G7067_05850
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1288912	1289457	+	WP_166322682.1	WP_166322682.1		PadR family transcriptional regulator			G7067_RS05835	546	181	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1289498	1291198	+							G7067_RS05840	1701		old_locus_tag=G7067_05855
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1289498	1291198	+	WP_244301293.1	WP_244301293.1		AarF/UbiB family protein			G7067_RS05840	1701	566	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1291326	1291799	+							G7067_RS05845	474		old_locus_tag=G7067_05860
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1291326	1291799	+	WP_244301294.1	WP_244301294.1		MarR family transcriptional regulator			G7067_RS05845	474	157	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1291768	1293102	-							G7067_RS05850	1335		old_locus_tag=G7067_05865
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1291768	1293102	-	WP_166322686.1	WP_166322686.1		FAD-dependent oxidoreductase			G7067_RS05850	1335	444	
gene	pseudogene	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1293133	1294652	-							G7067_RS05855	1520		pseudo;old_locus_tag=G7067_05870
CDS	without_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1293133	1294652	-				APC family permease			G7067_RS05855	1520		pseudo
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1294873	1295778	-							G7067_RS05860	906		old_locus_tag=G7067_05875
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1294873	1295778	-	WP_166322688.1	WP_166322688.1		TIGR01777 family oxidoreductase			G7067_RS05860	906	301	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1295812	1297986	-							G7067_RS05865	2175		old_locus_tag=G7067_05880
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1295812	1297986	-	WP_166322690.1	WP_166322690.1		MMPL family transporter			G7067_RS05865	2175	724	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1298224	1299051	-							G7067_RS05870	828		old_locus_tag=G7067_05885
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1298224	1299051	-	WP_166322692.1	WP_166322692.1		SDR family oxidoreductase			G7067_RS05870	828	275	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1299305	1299535	-							G7067_RS05875	231		old_locus_tag=G7067_05890
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1299305	1299535	-	WP_166322694.1	WP_166322694.1		hypothetical protein			G7067_RS05875	231	76	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1299826	1300638	+							G7067_RS05880	813		old_locus_tag=G7067_05895
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1299826	1300638	+	WP_205881236.1	WP_205881236.1		ATP-binding cassette domain-containing protein			G7067_RS05880	813	270	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1300635	1301333	+							G7067_RS05885	699		old_locus_tag=G7067_05900
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1300635	1301333	+	WP_166322698.1	WP_166322698.1		ABC transporter permease subunit			G7067_RS05885	699	232	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1301330	1302001	+							G7067_RS05890	672		old_locus_tag=G7067_05905
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1301330	1302001	+	WP_166325842.1	WP_166325842.1		ABC transporter permease			G7067_RS05890	672	223	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1302013	1302957	+							G7067_RS05895	945		old_locus_tag=G7067_05910
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1302013	1302957	+	WP_166322700.1	WP_166322700.1		ABC transporter substrate-binding protein			G7067_RS05895	945	314	
gene	pseudogene	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1302985	1304408	+							G7067_RS05900	1424		pseudo;old_locus_tag=G7067_05915
CDS	without_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1302985	1304408	+				mycothione reductase			G7067_RS05900	1424		pseudo
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1304563	1304901	+							G7067_RS05905	339		old_locus_tag=G7067_05920
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1304563	1304901	+	WP_166322702.1	WP_166322702.1		TfoX/Sxy family protein			G7067_RS05905	339	112	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1304891	1305322	-							G7067_RS05910	432		old_locus_tag=G7067_05925
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1304891	1305322	-	WP_166322704.1	WP_166322704.1		NUDIX domain-containing protein			G7067_RS05910	432	143	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1305319	1306161	-							G7067_RS05915	843		old_locus_tag=G7067_05930
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1305319	1306161	-	WP_244301295.1	WP_244301295.1		carbon-nitrogen family hydrolase			G7067_RS05915	843	280	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1306171	1306911	-							G7067_RS05920	741		old_locus_tag=G7067_05935
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1306171	1306911	-	WP_166325848.1	WP_166325848.1		sulfite exporter TauE/SafE family protein			G7067_RS05920	741	246	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1306995	1307570	+							G7067_RS05925	576		old_locus_tag=G7067_05940
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1306995	1307570	+	WP_166322706.1	WP_166322706.1		NUDIX hydrolase family protein			G7067_RS05925	576	191	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1307579	1308034	-							G7067_RS05930	456		old_locus_tag=G7067_05945
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1307579	1308034	-	WP_166322708.1	WP_166322708.1		SprT-like domain-containing protein			G7067_RS05930	456	151	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1308112	1308966	-							G7067_RS05935	855		old_locus_tag=G7067_05950
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1308112	1308966	-	WP_166322710.1	WP_166322710.1		fused MFS/spermidine synthase			G7067_RS05935	855	284	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1308963	1309631	-							G7067_RS05940	669		old_locus_tag=G7067_05955
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1308963	1309631	-	WP_166322712.1	WP_166322712.1		phosphatase PAP2 family protein			G7067_RS05940	669	222	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1309641	1310795	-							G7067_RS05945	1155		old_locus_tag=G7067_05960
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1309641	1310795	-	WP_166322714.1	WP_166322714.1		hypothetical protein			G7067_RS05945	1155	384	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1311044	1314541	+							G7067_RS05950	3498		old_locus_tag=G7067_05965
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1311044	1314541	+	WP_166322716.1	WP_166322716.1		DNA-directed RNA polymerase subunit beta			G7067_RS05950	3498	1165	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1314643	1318536	+					rpoC		G7067_RS05955	3894		old_locus_tag=G7067_05970
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1314643	1318536	+	WP_166322718.1	WP_166322718.1		DNA-directed RNA polymerase subunit beta'	rpoC		G7067_RS05955	3894	1297	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1318822	1319793	+							G7067_RS05960	972		old_locus_tag=G7067_05975
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1318822	1319793	+	WP_166322720.1	WP_166322720.1		hypothetical protein			G7067_RS05960	972	323	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1319943	1320104	+							G7067_RS14200	162		
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1319943	1320104	+	WP_244301296.1	WP_244301296.1		hypothetical protein			G7067_RS14200	162	53	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1320113	1320271	+							G7067_RS14205	159		
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1320113	1320271	+	WP_244301297.1	WP_244301297.1		hypothetical protein			G7067_RS14205	159	52	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1320384	1320908	+							G7067_RS05970	525		old_locus_tag=G7067_05985
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1320384	1320908	+	WP_244301298.1	WP_244301298.1		spermidine/putrescine ABC transporter substrate-binding protein			G7067_RS05970	525	174	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1321293	1321664	+					rpsL		G7067_RS05975	372		old_locus_tag=G7067_05990
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1321293	1321664	+	WP_166322722.1	WP_166322722.1		30S ribosomal protein S12	rpsL		G7067_RS05975	372	123	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1321664	1322134	+					rpsG		G7067_RS05980	471		old_locus_tag=G7067_05995
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1321664	1322134	+	WP_166322724.1	WP_166322724.1		30S ribosomal protein S7	rpsG		G7067_RS05980	471	156	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1322251	1324371	+					fusA		G7067_RS05985	2121		old_locus_tag=G7067_06000
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1322251	1324371	+	WP_166322726.1	WP_166322726.1		elongation factor G	fusA		G7067_RS05985	2121	706	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1324534	1325727	+					tuf		G7067_RS05990	1194		old_locus_tag=G7067_06005
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1324534	1325727	+	WP_166322728.1	WP_166322728.1		elongation factor Tu	tuf		G7067_RS05990	1194	397	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1325927	1327726	+							G7067_RS05995	1800		old_locus_tag=G7067_06010
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1325927	1327726	+	WP_244301299.1	WP_244301299.1		polysaccharide biosynthesis protein			G7067_RS05995	1800	599	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1327723	1328847	+							G7067_RS06000	1125		old_locus_tag=G7067_06015
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1327723	1328847	+	WP_244301300.1	WP_244301300.1		UDP-phosphate alpha-N-acetyl-D-fucosaminephosphotransferase			G7067_RS06000	1125	374	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1329427	1329735	+					rpsJ		G7067_RS06005	309		old_locus_tag=G7067_06020
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1329427	1329735	+	WP_010156393.1	WP_010156393.1		30S ribosomal protein S10	rpsJ		G7067_RS06005	309	102	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1329750	1330403	+					rplC		G7067_RS06010	654		old_locus_tag=G7067_06025
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1329750	1330403	+	WP_166322732.1	WP_166322732.1		50S ribosomal protein L3	rplC		G7067_RS06010	654	217	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1330407	1331060	+					rplD		G7067_RS06015	654		old_locus_tag=G7067_06030
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1330407	1331060	+	WP_166322734.1	WP_166322734.1		50S ribosomal protein L4	rplD		G7067_RS06015	654	217	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1331057	1331356	+					rplW		G7067_RS06020	300		old_locus_tag=G7067_06035
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1331057	1331356	+	WP_166322736.1	WP_166322736.1		50S ribosomal protein L23	rplW		G7067_RS06020	300	99	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1331378	1332214	+					rplB		G7067_RS06025	837		old_locus_tag=G7067_06040
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1331378	1332214	+	WP_166322738.1	WP_166322738.1		50S ribosomal protein L2	rplB		G7067_RS06025	837	278	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1332236	1332517	+					rpsS		G7067_RS06030	282		old_locus_tag=G7067_06045
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1332236	1332517	+	WP_166322740.1	WP_166322740.1		30S ribosomal protein S19	rpsS		G7067_RS06030	282	93	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1332544	1332924	+					rplV		G7067_RS06035	381		old_locus_tag=G7067_06050
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1332544	1332924	+	WP_166322742.1	WP_166322742.1		50S ribosomal protein L22	rplV		G7067_RS06035	381	126	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1332925	1333683	+					rpsC		G7067_RS06040	759		old_locus_tag=G7067_06055
CDS	with_protein	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1332925	1333683	+	WP_166322750.1	WP_166322750.1		30S ribosomal protein S3	rpsC		G7067_RS06040	759	252	
gene	protein_coding	GCF_011382965.1	Primary Assembly	chromosome		NZ_CP049934.1	1333686	1334105	+					rplP		G7067_RS06045	420		old_locus_tag=G7067_06060
